 i and j  , i , j , nam , sk
 iandj , 137 , 211 , train_pos , MI
 iandj , 14 , 20 , train_pos , MI
 iandj , 44 , 100 , train_pos , MI
 iandj , 0 , 143 , train_pos , MI
 iandj , 218 , 1363 , train_pos , MI
 iandj , 12 , 254 , train_pos , MI
 iandj , 21 , 461 , train_pos , MI
 iandj , 11 , 300 , train_pos , MI
 iandj , 16 , 121 , train_pos , MI
 iandj , 13 , 86 , train_pos , MI
 iandj , 223 , 1034 , train_pos , MI
 iandj , 11 , 202 , train_pos , MI
 iandj , 14 , 109 , train_pos , MI
 iandj , 11 , 116 , train_pos , MI
 iandj , 170 , 1250 , train_pos , MI
 iandj , 40 , 1320 , train_pos , MI
 iandj , 10 , 198 , train_pos , MI
 iandj , 14 , 108 , train_pos , MI
 iandj , 8 , 140 , train_pos , MI
 iandj , 4 , 28 , train_pos , MI
 iandj , 213 , 779 , train_pos , MI
 iandj , 220 , 672 , train_pos , MI
 iandj , 110 , 489 , train_pos , MI
 iandj , 14 , 216 , train_pos , MI
 iandj , 16 , 140 , train_pos , MI
 iandj , 218 , 1365 , train_pos , MI
 iandj , 16 , 315 , train_pos , MI
 iandj , 11 , 230 , train_pos , MI
 iandj , 93 , 835 , train_pos , MI
 iandj , 103 , 500 , train_pos , MI
 iandj , 159 , 1118 , train_pos , MI
 iandj , 103 , 1050 , train_pos , MI
 iandj , 84 , 159 , train_pos , MI
 iandj , 4 , 8 , train_pos , MI
 iandj , 4 , 290 , train_pos , MI
 iandj , 4 , 272 , train_pos , MI
 iandj , 115 , 143 , train_pos , MI
 iandj , 75 , 354 , train_pos , MI
 iandj , 16 , 146 , train_pos , MI
 iandj , 40 , 1205 , train_pos , MI
 iandj , 96 , 1042 , train_pos , MI
 iandj , 10 , 226 , train_pos , MI
 iandj , 151 , 999 , train_pos , MI
 iandj , 12 , 64 , train_pos , MI
 iandj , 8 , 253 , train_pos , MI
 iandj , 16 , 244 , train_pos , MI
 iandj , 126 , 670 , train_pos , MI
 iandj , 24 , 214 , train_pos , MI
 iandj , 8 , 108 , train_pos , MI
 iandj , 4 , 108 , train_pos , MI
 iandj , 8 , 295 , train_pos , MI
 iandj , 151 , 247 , train_pos , MI
 iandj , 12 , 219 , train_pos , MI
 iandj , 13 , 255 , train_pos , MI
 iandj , 295 , 1018 , train_pos , MI
 iandj , 14 , 247 , train_pos , MI
 iandj , 171 , 1054 , train_pos , MI
 iandj , 226 , 390 , train_pos , MI
 iandj , 10 , 108 , train_pos , MI
 iandj , 127 , 159 , train_pos , MI
 iandj , 86 , 461 , train_pos , MI
 iandj , 100 , 956 , train_pos , MI
 iandj , 10 , 151 , train_pos , MI
 iandj , 67 , 498 , train_pos , MI
 iandj , 11 , 16 , train_pos , MI
 iandj , 16 , 135 , train_pos , MI
 iandj , 297 , 371 , train_pos , MI
 iandj , 8 , 294 , train_pos , MI
 iandj , 10 , 213 , train_pos , MI
 iandj , 14 , 210 , train_pos , MI
 iandj , 4 , 110 , train_pos , MI
 iandj , 44 , 106 , train_pos , MI
 iandj , 300 , 514 , train_pos , MI
 iandj , 10 , 228 , train_pos , MI
 iandj , 65 , 204 , train_pos , MI
 iandj , 10 , 11 , train_pos , MI
 iandj , 86 , 956 , train_pos , MI
 iandj , 86 , 920 , train_pos , MI
 iandj , 65 , 151 , train_pos , MI
 iandj , 100 , 303 , train_pos , MI
 iandj , 12 , 287 , train_pos , MI
 iandj , 171 , 1162 , train_pos , MI
 iandj , 191 , 297 , train_pos , MI
 iandj , 137 , 408 , train_pos , MI
 iandj , 14 , 246 , train_pos , MI
 iandj , 4 , 246 , train_pos , MI
 iandj , 16 , 257 , train_pos , MI
 iandj , 11 , 136 , train_pos , MI
 iandj , 13 , 275 , train_pos , MI
 iandj , 226 , 1070 , train_pos , MI
 iandj , 4 , 151 , train_pos , MI
 iandj , 120 , 1195 , train_pos , MI
 iandj , 11 , 273 , train_pos , MI
 iandj , 16 , 302 , train_pos , MI
 iandj , 151 , 1059 , train_pos , MI
 iandj , 40 , 1310 , train_pos , MI
 iandj , 103 , 1250 , train_pos , MI
 iandj , 10 , 273 , train_pos , MI
 iandj , 70 , 272 , train_pos , MI
 iandj , 221 , 672 , train_pos , MI
 iandj , 60 , 720 , train_pos , MI
 iandj , 40 , 187 , train_pos , MI
 iandj , 142 , 802 , train_pos , MI
 iandj , 12 , 110 , train_pos , MI
 iandj , 85 , 96 , train_pos , MI
 iandj , 16 , 123 , train_pos , MI
 iandj , 75 , 523 , train_pos , MI
 iandj , 10 , 18 , train_pos , MI
 iandj , 223 , 1296 , train_pos , MI
 iandj , 14 , 67 , train_pos , MI
 iandj , 75 , 1368 , train_pos , MI
 iandj , 70 , 738 , train_pos , MI
 iandj , 49 , 958 , train_pos , MI
 iandj , 16 , 33 , train_pos , MI
 iandj , 0 , 75 , train_pos , MI
 iandj , 14 , 125 , train_pos , MI
 iandj , 13 , 142 , train_pos , MI
 iandj , 0 , 989 , train_pos , MI
 iandj , 8 , 201 , train_pos , MI
 iandj , 14 , 170 , train_pos , MI
 iandj , 223 , 1015 , train_pos , MI
 iandj , 137 , 354 , train_pos , MI
 iandj , 159 , 1266 , train_pos , MI
 iandj , 12 , 171 , train_pos , MI
 iandj , 223 , 499 , train_pos , MI
 iandj , 116 , 513 , train_pos , MI
 iandj , 21 , 57 , train_pos , MI
 iandj , 8 , 198 , train_pos , MI
 iandj , 10 , 46 , train_pos , MI
 iandj , 13 , 84 , train_pos , MI
 iandj , 4 , 211 , train_pos , MI
 iandj , 11 , 332 , train_pos , MI
 iandj , 0 , 159 , train_pos , MI
 iandj , 16 , 85 , train_pos , MI
 iandj , 10 , 61 , train_pos , MI
 iandj , 12 , 204 , train_pos , MI
 iandj , 103 , 738 , train_pos , MI
 iandj , 69 , 137 , train_pos , MI
 iandj , 137 , 719 , train_pos , MI
 iandj , 13 , 97 , train_pos , MI
 iandj , 16 , 255 , train_pos , MI
 iandj , 13 , 153 , train_pos , MI
 iandj , 14 , 137 , train_pos , MI
 iandj , 0 , 135 , train_pos , MI
 iandj , 159 , 1279 , train_pos , MI
 iandj , 75 , 244 , train_pos , MI
 iandj , 4 , 213 , train_pos , MI
 iandj , 222 , 687 , train_pos , MI
 iandj , 0 , 204 , train_pos , MI
 iandj , 0 , 40 , train_pos , MI
 iandj , 222 , 885 , train_pos , MI
 iandj , 10 , 394 , train_pos , MI
 iandj , 14 , 136 , train_pos , MI
 iandj , 75 , 712 , train_pos , MI
 iandj , 13 , 85 , train_pos , MI
 iandj , 135 , 904 , train_pos , MI
 iandj , 8 , 110 , train_pos , MI
 iandj , 111 , 1328 , train_pos , MI
 iandj , 11 , 49 , train_pos , MI
 iandj , 218 , 234 , train_pos , MI
 iandj , 11 , 120 , train_pos , MI
 iandj , 13 , 269 , train_pos , MI
 iandj , 318 , 624 , train_pos , MI
 iandj , 21 , 51 , train_pos , MI
 iandj , 14 , 312 , train_pos , MI
 iandj , 287 , 392 , train_pos , MI
 iandj , 297 , 1342 , train_pos , MI
 iandj , 0 , 315 , train_pos , MI
 iandj , 13 , 111 , train_pos , MI
 iandj , 4 , 294 , train_pos , MI
 iandj , 13 , 101 , train_pos , MI
 iandj , 11 , 315 , train_pos , MI
 iandj , 70 , 1030 , train_pos , MI
 iandj , 40 , 177 , train_pos , MI
 iandj , 20 , 272 , train_pos , MI
 iandj , 4 , 275 , train_pos , MI
 iandj , 14 , 75 , train_pos , MI
 iandj , 16 , 201 , train_pos , MI
 iandj , 4 , 118 , train_pos , MI
 iandj , 8 , 195 , train_pos , MI
 iandj , 12 , 249 , train_pos , MI
 iandj , 14 , 303 , train_pos , MI
 iandj , 78 , 151 , train_pos , MI
 iandj , 125 , 155 , train_pos , MI
 iandj , 8 , 167 , train_pos , MI
 iandj , 137 , 244 , train_pos , MI
 iandj , 93 , 1313 , train_pos , MI
 iandj , 33 , 893 , train_pos , MI
 iandj , 97 , 605 , train_pos , MI
 iandj , 110 , 558 , train_pos , MI
 iandj , 210 , 676 , train_pos , MI
 iandj , 108 , 1030 , train_pos , MI
 iandj , 297 , 733 , train_pos , MI
 iandj , 8 , 10 , train_pos , MI
 iandj , 16 , 46 , train_pos , MI
 iandj , 151 , 1379 , train_pos , MI
 iandj , 16 , 49 , train_pos , MI
 iandj , 111 , 304 , train_pos , MI
 iandj , 11 , 24 , train_pos , MI
 iandj , 318 , 665 , train_pos , MI
 iandj , 288 , 1249 , train_pos , MI
 iandj , 297 , 1188 , train_pos , MI
 iandj , 210 , 1182 , train_pos , MI
 iandj , 12 , 156 , train_pos , MI
 iandj , 12 , 255 , train_pos , MI
 iandj , 106 , 170 , train_pos , MI
 iandj , 12 , 24 , train_pos , MI
 iandj , 24 , 210 , train_pos , MI
 iandj , 211 , 390 , train_pos , MI
 iandj , 10 , 934 , train_pos , MI
 iandj , 220 , 1103 , train_pos , MI
 iandj , 4 , 222 , train_pos , MI
 iandj , 170 , 432 , train_pos , MI
 iandj , 0 , 1162 , train_pos , MI
 iandj , 0 , 14 , train_pos , MI
 iandj , 137 , 641 , train_pos , MI
 iandj , 135 , 802 , train_pos , MI
 iandj , 10 , 136 , train_pos , MI
 iandj , 86 , 1052 , train_pos , MI
 iandj , 111 , 999 , train_pos , MI
 iandj , 302 , 519 , train_pos , MI
 iandj , 8 , 204 , train_pos , MI
 iandj , 8 , 273 , train_pos , MI
 iandj , 12 , 151 , train_pos , MI
 iandj , 11 , 64 , train_pos , MI
 iandj , 8 , 103 , train_pos , MI
 iandj , 10 , 297 , train_pos , MI
 iandj , 4 , 136 , train_pos , MI
 iandj , 14 , 259 , train_pos , MI
 iandj , 86 , 157 , train_pos , MI
 iandj , 24 , 46 , train_pos , MI
 iandj , 10 , 125 , train_pos , MI
 iandj , 110 , 1343 , train_pos , MI
 iandj , 223 , 513 , train_pos , MI
 iandj , 13 , 143 , train_pos , MI
 iandj , 11 , 210 , train_pos , MI
 iandj , 14 , 287 , train_pos , MI
 iandj , 151 , 1357 , train_pos , MI
 iandj , 223 , 647 , train_pos , MI
 iandj , 4 , 202 , train_pos , MI
 iandj , 0 , 170 , train_pos , MI
 iandj , 4 , 218 , train_pos , MI
 iandj , 16 , 67 , train_pos , MI
 iandj , 49 , 1239 , train_pos , MI
 iandj , 159 , 472 , train_pos , MI
 iandj , 4 , 297 , train_pos , MI
 iandj , 110 , 270 , train_pos , MI
 iandj , 13 , 232 , train_pos , MI
 iandj , 40 , 367 , train_pos , MI
 iandj , 223 , 1346 , train_pos , MI
 iandj , 183 , 230 , train_pos , MI
 iandj , 4 , 221 , train_pos , MI
 iandj , 70 , 609 , train_pos , MI
 iandj , 61 , 851 , train_pos , MI
 iandj , 18 , 953 , train_pos , MI
 iandj , 16 , 278 , train_pos , MI
 iandj , 4 , 93 , train_pos , MI
 iandj , 13 , 835 , train_pos , MI
 iandj , 16 , 171 , train_pos , MI
 iandj , 4 , 146 , train_pos , MI
 iandj , 13 , 287 , train_pos , MI
 iandj , 137 , 228 , train_pos , MI
 iandj , 0 , 28 , train_pos , MI
 iandj , 10 , 332 , train_pos , MI
 iandj , 8 , 202 , train_pos , MI
 iandj , 108 , 674 , train_pos , MI
 iandj , 0 , 118 , train_pos , MI
 iandj , 11 , 228 , train_pos , MI
 iandj , 10 , 134 , train_pos , MI
 iandj , 12 , 121 , train_pos , MI
 iandj , 109 , 186 , train_pos , MI
 iandj , 10 , 159 , train_pos , MI
 iandj , 10 , 111 , train_pos , MI
 iandj , 100 , 581 , train_pos , MI
 iandj , 77 , 93 , train_pos , MI
 iandj , 159 , 372 , train_pos , MI
 iandj , 13 , 198 , train_pos , MI
 iandj , 13 , 156 , train_pos , MI
 iandj , 13 , 390 , train_pos , MI
 iandj , 10 , 288 , train_pos , MI
 iandj , 16 , 59 , train_pos , MI
 iandj , 151 , 840 , train_pos , MI
 iandj , 13 , 100 , train_pos , MI
 iandj , 0 , 33 , train_pos , MI
 iandj , 13 , 216 , train_pos , MI
 iandj , 10 , 14 , train_pos , MI
 iandj , 14 , 1250 , train_pos , MI
 iandj , 12 , 70 , train_pos , MI
 iandj , 10 , 299 , train_pos , MI
 iandj , 103 , 609 , train_pos , MI
 iandj , 16 , 234 , train_pos , MI
 iandj , 29 , 226 , train_pos , MI
 iandj , 10 , 318 , train_pos , MI
 iandj , 8 , 138 , train_pos , MI
 iandj , 51 , 111 , train_pos , MI
 iandj , 40 , 281 , train_pos , MI
 iandj , 96 , 918 , train_pos , MI
 iandj , 13 , 323 , train_pos , MI
 iandj , 16 , 21 , train_pos , MI
 iandj , 4 , 49 , train_pos , MI
 iandj , 14 , 291 , train_pos , MI
 iandj , 0 , 227 , train_pos , MI
 iandj , 70 , 1052 , train_pos , MI
 iandj , 14 , 110 , train_pos , MI
 iandj , 157 , 1069 , train_pos , MI
 iandj , 10 , 216 , train_pos , MI
 iandj , 14 , 223 , train_pos , MI
 iandj , 116 , 922 , train_pos , MI
 iandj , 300 , 1369 , train_pos , MI
 iandj , 16 , 211 , train_pos , MI
 iandj , 151 , 1126 , train_pos , MI
 iandj , 0 , 1255 , train_pos , MI
 iandj , 16 , 142 , train_pos , MI
 iandj , 103 , 1379 , train_pos , MI
 iandj , 40 , 422 , train_pos , MI
 iandj , 11 , 97 , train_pos , MI
 iandj , 11 , 159 , train_pos , MI
 iandj , 10 , 57 , train_pos , MI
 iandj , 11 , 275 , train_pos , MI
 iandj , 103 , 111 , train_pos , MI
 iandj , 16 , 301 , train_pos , MI
 iandj , 13 , 315 , train_pos , MI
 iandj , 0 , 156 , train_pos , MI
 iandj , 60 , 115 , train_pos , MI
 iandj , 14 , 84 , train_pos , MI
 iandj , 8 , 216 , train_pos , MI
 iandj , 297 , 1301 , train_pos , MI
 iandj , 13 , 75 , train_pos , MI
 iandj , 0 , 126 , train_pos , MI
 iandj , 8 , 134 , train_pos , MI
 iandj , 4 , 273 , train_pos , MI
 iandj , 64 , 97 , train_pos , MI
 iandj , 326 , 1139 , train_pos , MI
 iandj , 8 , 40 , train_pos , MI
 iandj , 36 , 111 , train_pos , MI
 iandj , 12 , 61 , train_pos , MI
 iandj , 170 , 1145 , train_pos , MI
 iandj , 10 , 175 , train_pos , MI
 iandj , 159 , 193 , train_pos , MI
 iandj , 204 , 260 , train_pos , MI
 iandj , 86 , 1375 , train_pos , MI
 iandj , 13 , 222 , train_pos , MI
 iandj , 0 , 903 , train_pos , MI
 iandj , 171 , 1046 , train_pos , MI
 iandj , 22 , 137 , train_pos , MI
 iandj , 70 , 720 , train_pos , MI
 iandj , 4 , 123 , train_pos , MI
 iandj , 13 , 33 , train_pos , MI
 iandj , 12 , 142 , train_pos , MI
 iandj , 11 , 28 , train_pos , MI
 iandj , 44 , 259 , train_pos , MI
 iandj , 234 , 275 , train_pos , MI
 iandj , 11 , 153 , train_pos , MI
 iandj , 14 , 151 , train_pos , MI
 iandj , 0 , 202 , train_pos , MI
 iandj , 14 , 219 , train_pos , MI
 iandj , 14 , 118 , train_pos , MI
 iandj , 13 , 118 , train_pos , MI
 iandj , 111 , 142 , train_pos , MI
 iandj , 137 , 789 , train_pos , MI
 iandj , 8 , 61 , train_pos , MI
 iandj , 70 , 547 , train_pos , MI
 iandj , 12 , 175 , train_pos , MI
 iandj , 14 , 123 , train_pos , MI
 iandj , 0 , 210 , train_pos , MI
 iandj , 142 , 547 , train_pos , MI
 iandj , 4 , 198 , train_pos , MI
 iandj , 11 , 272 , train_pos , MI
 iandj , 14 , 153 , train_pos , MI
 iandj , 14 , 101 , train_pos , MI
 iandj , 13 , 257 , train_pos , MI
 iandj , 0 , 253 , train_pos , MI
 iandj , 10 , 156 , train_pos , MI
 iandj , 10 , 94 , train_pos , MI
 iandj , 4 , 134 , train_pos , MI
 iandj , 96 , 553 , train_pos , MI
 iandj , 4 , 70 , train_pos , MI
 iandj , 14 , 273 , train_pos , MI
 iandj , 223 , 1323 , train_pos , MI
 iandj , 36 , 272 , train_pos , MI
 iandj , 11 , 109 , train_pos , MI
 iandj , 86 , 1027 , train_pos , MI
 iandj , 14 , 121 , train_pos , MI
 iandj , 221 , 841 , train_pos , MI
 iandj , 14 , 257 , train_pos , MI
 iandj , 29 , 120 , train_pos , MI
 iandj , 96 , 291 , train_pos , MI
 iandj , 13 , 57 , train_pos , MI
 iandj , 0 , 140 , train_pos , MI
 iandj , 0 , 146 , train_pos , MI
 iandj , 12 , 65 , train_pos , MI
 iandj , 16 , 94 , train_pos , MI
 iandj , 318 , 687 , train_pos , MI
 iandj , 111 , 609 , train_pos , MI
 iandj , 14 , 18 , train_pos , MI
 iandj , 10 , 135 , train_pos , MI
 iandj , 11 , 85 , train_pos , MI
 iandj , 115 , 299 , train_pos , MI
 iandj , 116 , 889 , train_pos , MI
 iandj , 13 , 223 , train_pos , MI
 iandj , 11 , 33 , train_pos , MI
 iandj , 16 , 134 , train_pos , MI
 iandj , 70 , 221 , train_pos , MI
 iandj , 12 , 232 , train_pos , MI
 iandj , 12 , 220 , train_pos , MI
 iandj , 8 , 86 , train_pos , MI
 iandj , 300 , 668 , train_pos , MI
 iandj , 0 , 59 , train_pos , MI
 iandj , 10 , 232 , train_pos , MI
 iandj , 14 , 86 , train_pos , MI
 iandj , 300 , 1066 , train_pos , MI
 iandj , 288 , 851 , train_pos , MI
 iandj , 60 , 916 , train_pos , MI
 iandj , 11 , 246 , train_pos , MI
 iandj , 96 , 378 , train_pos , MI
 iandj , 13 , 138 , train_pos , MI
 iandj , 202 , 670 , train_pos , MI
 iandj , 11 , 146 , train_pos , MI
 iandj , 86 , 961 , train_pos , MI
 iandj , 8 , 97 , train_pos , MI
 iandj , 14 , 202 , train_pos , MI
 iandj , 10 , 40 , train_pos , MI
 iandj , 4 , 170 , train_pos , MI
 iandj , 14 , 44 , train_pos , MI
 iandj , 14 , 260 , train_pos , MI
 iandj , 16 , 253 , train_pos , MI
 iandj , 10 , 219 , train_pos , MI
 iandj , 218 , 611 , train_pos , MI
 iandj , 218 , 892 , train_pos , MI
 iandj , 12 , 49 , train_pos , MI
 iandj , 8 , 175 , train_pos , MI
 iandj , 0 , 249 , train_pos , MI
 iandj , 0 , 1357 , train_pos , MI
 iandj , 13 , 21 , train_pos , MI
 iandj , 204 , 1093 , train_pos , MI
 iandj , 116 , 297 , train_pos , MI
 iandj , 8 , 159 , train_pos , MI
 iandj , 151 , 775 , train_pos , MI
 iandj , 4 , 61 , train_pos , MI
 iandj , 49 , 1368 , train_pos , MI
 iandj , 11 , 290 , train_pos , MI
 iandj , 100 , 538 , train_pos , MI
 iandj , 315 , 930 , train_pos , MI
 iandj , 223 , 551 , train_pos , MI
 iandj , 8 , 120 , train_pos , MI
 iandj , 232 , 934 , train_pos , MI
 iandj , 10 , 16 , train_pos , MI
 iandj , 20 , 100 , train_pos , MI
 iandj , 14 , 332 , train_pos , MI
 iandj , 40 , 891 , train_pos , MI
 iandj , 216 , 793 , train_pos , MI
 iandj , 8 , 135 , train_pos , MI
 iandj , 8 , 157 , train_pos , MI
 iandj , 65 , 226 , train_pos , MI
 iandj , 123 , 1228 , train_pos , MI
 iandj , 103 , 941 , train_pos , MI
 iandj , 297 , 1366 , train_pos , MI
 iandj , 16 , 220 , train_pos , MI
 iandj , 111 , 1162 , train_pos , MI
 iandj , 16 , 118 , train_pos , MI
 iandj , 16 , 272 , train_pos , MI
 iandj , 40 , 208 , train_pos , MI
 iandj , 223 , 244 , train_pos , MI
 iandj , 85 , 878 , train_pos , MI
 iandj , 220 , 1182 , train_pos , MI
 iandj , 0 , 61 , train_pos , MI
 iandj , 13 , 49 , train_pos , MI
 iandj , 109 , 824 , train_pos , MI
 iandj , 0 , 93 , train_pos , MI
 iandj , 11 , 256 , train_pos , MI
 iandj , 75 , 362 , train_pos , MI
 iandj , 10 , 538 , train_pos , MI
 iandj , 0 , 116 , train_pos , MI
 iandj , 64 , 1216 , train_pos , MI
 iandj , 8 , 93 , train_pos , MI
 iandj , 64 , 877 , train_pos , MI
 iandj , 11 , 326 , train_pos , MI
 iandj , 0 , 51 , train_pos , MI
 iandj , 8 , 288 , train_pos , MI
 iandj , 10 , 223 , train_pos , MI
 iandj , 0 , 1265 , train_pos , MI
 iandj , 65 , 103 , train_pos , MI
 iandj , 16 , 213 , train_pos , MI
 iandj , 0 , 221 , train_pos , MI
 iandj , 4 , 278 , train_pos , MI
 iandj , 10 , 84 , train_pos , MI
 iandj , 14 , 46 , train_pos , MI
 iandj , 111 , 956 , train_pos , MI
 iandj , 16 , 138 , train_pos , MI
 iandj , 151 , 1093 , train_pos , MI
 iandj , 223 , 724 , train_pos , MI
 iandj , 4 , 157 , train_pos , MI
 iandj , 0 , 297 , train_pos , MI
 iandj , 0 , 97 , train_pos , MI
 iandj , 141 , 211 , train_pos , MI
 iandj , 151 , 1266 , train_pos , MI
 iandj , 138 , 390 , train_pos , MI
 iandj , 75 , 1162 , train_pos , MI
 iandj , 137 , 704 , train_pos , MI
 iandj , 151 , 609 , train_pos , MI
 iandj , 96 , 542 , train_pos , MI
 iandj , 13 , 28 , train_pos , MI
 iandj , 11 , 59 , train_pos , MI
 iandj , 300 , 747 , train_pos , MI
 iandj , 0 , 84 , train_pos , MI
 iandj , 13 , 916 , train_pos , MI
 iandj , 11 , 254 , train_pos , MI
 iandj , 67 , 100 , train_pos , MI
 iandj , 67 , 824 , train_pos , MI
 iandj , 11 , 301 , train_pos , MI
 iandj , 97 , 1255 , train_pos , MI
 iandj , 14 , 103 , train_pos , MI
 iandj , 297 , 1292 , train_pos , MI
 iandj , 10 , 315 , train_pos , MI
 iandj , 4 , 328 , train_pos , MI
 iandj , 223 , 328 , train_pos , MI
 iandj , 142 , 568 , train_pos , MI
 iandj , 16 , 100 , train_pos , MI
 iandj , 0 , 12 , train_pos , MI
 iandj , 70 , 558 , train_pos , MI
 iandj , 4 , 69 , train_pos , MI
 iandj , 111 , 159 , train_pos , MI
 iandj , 86 , 802 , train_pos , MI
 iandj , 10 , 210 , train_pos , MI
 iandj , 11 , 323 , train_pos , MI
 iandj , 272 , 835 , train_pos , MI
 iandj , 257 , 892 , train_pos , MI
 iandj , 14 , 301 , train_pos , MI
 iandj , 109 , 499 , train_pos , MI
 iandj , 318 , 1131 , train_pos , MI
 iandj , 0 , 273 , train_pos , MI
 iandj , 4 , 255 , train_pos , MI
 iandj , 279 , 315 , train_pos , MI
 iandj , 16 , 287 , train_pos , MI
 iandj , 159 , 525 , train_pos , MI
 iandj , 11 , 108 , train_pos , MI
 iandj , 75 , 995 , train_pos , MI
 iandj , 213 , 768 , train_pos , MI
 iandj , 151 , 1098 , train_pos , MI
 iandj , 0 , 272 , train_pos , MI
 iandj , 318 , 532 , train_pos , MI
 iandj , 40 , 365 , train_pos , MI
 iandj , 106 , 110 , train_pos , MI
 iandj , 12 , 157 , train_pos , MI
 iandj , 0 , 605 , train_pos , MI
 iandj , 12 , 291 , train_pos , MI
 iandj , 70 , 916 , train_pos , MI
 iandj , 0 , 531 , train_pos , MI
 iandj , 218 , 891 , train_pos , MI
 iandj , 81 , 108 , train_pos , MI
 iandj , 20 , 110 , train_pos , MI
 iandj , 14 , 126 , train_pos , MI
 iandj , 14 , 211 , train_pos , MI
 iandj , 198 , 354 , train_pos , MI
 iandj , 0 , 300 , train_pos , MI
 iandj , 8 , 302 , train_pos , MI
 iandj , 16 , 157 , train_pos , MI
 iandj , 16 , 97 , train_pos , MI
 iandj , 10 , 246 , train_pos , MI
 iandj , 223 , 1258 , train_pos , MI
 iandj , 40 , 135 , train_pos , MI
 iandj , 12 , 28 , train_pos , MI
 iandj , 170 , 1231 , train_pos , MI
 iandj , 13 , 211 , train_pos , MI
 iandj , 211 , 468 , train_pos , MI
 iandj , 170 , 860 , train_pos , MI
 iandj , 14 , 167 , train_pos , MI
 iandj , 8 , 126 , train_pos , MI
 iandj , 96 , 1060 , train_pos , MI
 iandj , 8 , 28 , train_pos , MI
 iandj , 20 , 94 , train_pos , MI
 iandj , 40 , 1168 , train_pos , MI
 iandj , 12 , 134 , train_pos , MI
 iandj , 12 , 143 , train_pos , MI
 iandj , 11 , 318 , train_pos , MI
 iandj , 12 , 244 , train_pos , MI
 iandj , 13 , 24 , train_pos , MI
 iandj , 8 , 211 , train_pos , MI
 iandj , 11 , 294 , train_pos , MI
 iandj , 21 , 86 , train_pos , MI
 iandj , 157 , 272 , train_pos , MI
 iandj , 70 , 174 , train_pos , MI
 iandj , 40 , 1091 , train_pos , MI
 iandj , 151 , 494 , train_pos , MI
 iandj , 12 , 296 , train_pos , MI
 iandj , 14 , 111 , train_pos , MI
 iandj , 14 , 221 , train_pos , MI
 iandj , 10 , 69 , train_pos , MI
 iandj , 12 , 116 , train_pos , MI
 iandj , 10 , 101 , train_pos , MI
 iandj , 36 , 110 , train_pos , MI
 iandj , 70 , 81 , train_pos , MI
 iandj , 0 , 296 , train_pos , MI
 iandj , 167 , 509 , train_pos , MI
 iandj , 110 , 240 , train_pos , MI
 iandj , 137 , 586 , train_pos , MI
 iandj , 0 , 290 , train_pos , MI
 iandj , 137 , 1273 , train_pos , MI
 iandj , 8 , 70 , train_pos , MI
 iandj , 13 , 294 , train_pos , MI
 iandj , 16 , 57 , train_pos , MI
 iandj , 14 , 159 , train_pos , MI
 iandj , 12 , 299 , train_pos , MI
 iandj , 16 , 296 , train_pos , MI
 iandj , 75 , 1266 , train_pos , MI
 iandj , 8 , 44 , train_pos , MI
 iandj , 94 , 254 , train_pos , MI
 iandj , 64 , 414 , train_pos , MI
 iandj , 137 , 867 , train_pos , MI
 iandj , 10 , 24 , train_pos , MI
 iandj , 121 , 126 , train_pos , MI
 iandj , 137 , 878 , train_pos , MI
 iandj , 75 , 844 , train_pos , MI
 iandj , 109 , 223 , train_pos , MI
 iandj , 12 , 300 , train_pos , MI
 iandj , 40 , 1144 , train_pos , MI
 iandj , 52 , 86 , train_pos , MI
 iandj , 75 , 892 , train_pos , MI
 iandj , 97 , 559 , train_pos , MI
 iandj , 112 , 232 , train_pos , MI
 iandj , 14 , 244 , train_pos , MI
 iandj , 14 , 1220 , train_pos , MI
 iandj , 13 , 272 , train_pos , MI
 iandj , 10 , 110 , train_pos , MI
 iandj , 125 , 244 , train_pos , MI
 iandj , 210 , 934 , train_pos , MI
 iandj , 13 , 768 , train_pos , MI
 iandj , 8 , 254 , train_pos , MI
 iandj , 16 , 170 , train_pos , MI
 iandj , 8 , 275 , train_pos , MI
 iandj , 140 , 723 , train_pos , MI
 iandj , 0 , 288 , train_pos , MI
 iandj , 4 , 60 , train_pos , MI
 iandj , 137 , 1010 , train_pos , MI
 iandj , 97 , 277 , train_pos , MI
 iandj , 10 , 12 , train_pos , MI
 iandj , 218 , 1318 , train_pos , MI
 iandj , 13 , 302 , train_pos , MI
 iandj , 10 , 249 , train_pos , MI
 iandj , 137 , 327 , train_pos , MI
 iandj , 246 , 728 , train_pos , MI
 iandj , 8 , 100 , train_pos , MI
 iandj , 60 , 840 , train_pos , MI
 iandj , 4 , 201 , train_pos , MI
 iandj , 29 , 138 , train_pos , MI
 iandj , 13 , 36 , train_pos , MI
 iandj , 12 , 213 , train_pos , MI
 iandj , 14 , 253 , train_pos , MI
 iandj , 38 , 657 , train_neg , MI
 iandj , 182 , 3366 , train_neg , MI
 iandj , 59 , 2081 , train_neg , MI
 iandj , 174 , 3959 , train_neg , MI
 iandj , 156 , 4414 , train_neg , MI
 iandj , 133 , 2716 , train_neg , MI
 iandj , 240 , 605 , train_neg , MI
 iandj , 280 , 1333 , train_neg , MI
 iandj , 178 , 4278 , train_neg , MI
 iandj , 220 , 5664 , train_neg , MI
 iandj , 115 , 1385 , train_neg , MI
 iandj , 287 , 4650 , train_neg , MI
 iandj , 93 , 1037 , train_neg , MI
