, i and j  , i , j , nam , sk
1425, iandj ,22,1692, test_pos , MI
1426, iandj ,117,481, test_pos , MI
1427, iandj ,219,2221, test_pos , MI
1428, iandj ,222,1992, test_pos , MI
1429, iandj ,7,218, test_pos , MI
1430, iandj ,3,223, test_pos , MI
1431, iandj ,5,30, test_pos , MI
1432, iandj ,1,50, test_pos , MI
1433, iandj ,7,182, test_pos , MI
1434, iandj ,7,263, test_pos , MI
1435, iandj ,263,922, test_pos , MI
1436, iandj ,5,258, test_pos , MI
1437, iandj ,308,1245, test_pos , MI
1438, iandj ,243,2423, test_pos , MI
1439, iandj ,54,1661, test_pos , MI
1440, iandj ,1,91, test_pos , MI
1441, iandj ,302,790, test_pos , MI
1442, iandj ,1,331, test_pos , MI
1443, iandj ,6,333, test_pos , MI
1444, iandj ,308,846, test_pos , MI
1445, iandj ,6,42, test_pos , MI
1446, iandj ,54,304, test_pos , MI
1447, iandj ,9,209, test_pos , MI
1448, iandj ,9,250, test_pos , MI
1449, iandj ,9,281, test_pos , MI
1450, iandj ,6,215, test_pos , MI
1451, iandj ,282,2243, test_pos , MI
1452, iandj ,7,273, test_pos , MI
1453, iandj ,1,314, test_pos , MI
1454, iandj ,3,43, test_pos , MI
1455, iandj ,102,1265, test_pos , MI
1456, iandj ,150,2352, test_pos , MI
1457, iandj ,9,24, test_pos , MI
1458, iandj ,1,262, test_pos , MI
1459, iandj ,6,82, test_pos , MI
1460, iandj ,304,1764, test_pos , MI
1461, iandj ,141,1524, test_pos , MI
1462, iandj ,2,215, test_pos , MI
1463, iandj ,7,141, test_pos , MI
1464, iandj ,54,258, test_pos , MI
1465, iandj ,3,108, test_pos , MI
1466, iandj ,191,1630, test_pos , MI
1467, iandj ,109,910, test_pos , MI
1468, iandj ,2,171, test_pos , MI
1469, iandj ,246,332, test_pos , MI
1470, iandj ,243,1968, test_pos , MI
1471, iandj ,7,325, test_pos , MI
1472, iandj ,1,56, test_pos , MI
1473, iandj ,2,83, test_pos , MI
1474, iandj ,2,226, test_pos , MI
1475, iandj ,267,533, test_pos , MI
1476, iandj ,9,243, test_pos , MI
1477, iandj ,254,2072, test_pos , MI
1478, iandj ,6,201, test_pos , MI
1479, iandj ,243,1018, test_pos , MI
1480, iandj ,9,120, test_pos , MI
1481, iandj ,223,1325, test_pos , MI
1482, iandj ,3,122, test_pos , MI
1483, iandj ,7,73, test_pos , MI
1484, iandj ,222,443, test_pos , MI
1485, iandj ,208,1927, test_pos , MI
1486, iandj ,1,95, test_pos , MI
1487, iandj ,6,270, test_pos , MI
1488, iandj ,174,1972, test_pos , MI
1489, iandj ,10,68, test_pos , MI
1490, iandj ,209,795, test_pos , MI
1491, iandj ,272,280, test_pos , MI
1492, iandj ,219,1692, test_pos , MI
1493, iandj ,332,423, test_pos , MI
1494, iandj ,187,1115, test_pos , MI
1495, iandj ,54,1531, test_pos , MI
1496, iandj ,246,1556, test_pos , MI
1497, iandj ,6,279, test_pos , MI
1498, iandj ,2,30, test_pos , MI
1499, iandj ,9,137, test_pos , MI
1500, iandj ,54,964, test_pos , MI
1501, iandj ,263,1951, test_pos , MI
1502, iandj ,9,235, test_pos , MI
1503, iandj ,2,288, test_pos , MI
1504, iandj ,9,75, test_pos , MI
1505, iandj ,9,73, test_pos , MI
1506, iandj ,2,208, test_pos , MI
1507, iandj ,1,57, test_pos , MI
1508, iandj ,243,1457, test_pos , MI
1509, iandj ,165,1035, test_pos , MI
1510, iandj ,3,55, test_pos , MI
1511, iandj ,91,868, test_pos , MI
1512, iandj ,257,1472, test_pos , MI
1513, iandj ,7,281, test_pos , MI
1514, iandj ,6,206, test_pos , MI
1515, iandj ,222,1896, test_pos , MI
1516, iandj ,54,57, test_pos , MI
1517, iandj ,109,430, test_pos , MI
1518, iandj ,9,273, test_pos , MI
1519, iandj ,9,308, test_pos , MI
1520, iandj ,1,187, test_pos , MI
1521, iandj ,2,263, test_pos , MI
1522, iandj ,1,257, test_pos , MI
1523, iandj ,7,43, test_pos , MI
1524, iandj ,77,312, test_pos , MI
1525, iandj ,2,196, test_pos , MI
1526, iandj ,276,1057, test_pos , MI
1527, iandj ,204,672, test_pos , MI
1528, iandj ,9,174, test_pos , MI
1529, iandj ,85,834, test_pos , MI
1530, iandj ,54,1073, test_pos , MI
1531, iandj ,68,2023, test_pos , MI
1532, iandj ,332,875, test_pos , MI
1533, iandj ,2,276, test_pos , MI
1534, iandj ,1,122, test_pos , MI
1535, iandj ,6,282, test_pos , MI
1536, iandj ,10,24, test_pos , MI
1537, iandj ,9,537, test_pos , MI
1538, iandj ,91,1729, test_pos , MI
1539, iandj ,91,350, test_pos , MI
1540, iandj ,267,1588, test_pos , MI
1541, iandj ,3,81, test_pos , MI
1542, iandj ,308,1019, test_pos , MI
1543, iandj ,5,218, test_pos , MI
1544, iandj ,54,588, test_pos , MI
1545, iandj ,7,186, test_pos , MI
1546, iandj ,5,149, test_pos , MI
1547, iandj ,18,209, test_pos , MI
1548, iandj ,1,24, test_pos , MI
1549, iandj ,7,223, test_pos , MI
1550, iandj ,22,1996, test_pos , MI
1551, iandj ,2,137, test_pos , MI
1552, iandj ,109,1407, test_pos , MI
1553, iandj ,267,1354, test_pos , MI
1554, iandj ,9,253, test_pos , MI
1555, iandj ,22,875, test_pos , MI
1556, iandj ,327,1511, test_pos , MI
1557, iandj ,3,119, test_pos , MI
1558, iandj ,259,1493, test_pos , MI
1559, iandj ,6,168, test_pos , MI
1560, iandj ,3,312, test_pos , MI
1561, iandj ,191,2042, test_pos , MI
1562, iandj ,54,433, test_pos , MI
1563, iandj ,332,533, test_pos , MI
1564, iandj ,267,339, test_pos , MI
1565, iandj ,2,105, test_pos , MI
1566, iandj ,198,518, test_pos , MI
1567, iandj ,267,1742, test_pos , MI
1568, iandj ,3,150, test_pos , MI
1569, iandj ,1,141, test_pos , MI
1570, iandj ,243,1892, test_pos , MI
1571, iandj ,10,85, test_pos , MI
1572, iandj ,2,3, test_pos , MI
1573, iandj ,9,288, test_pos , MI
1574, iandj ,308,795, test_pos , MI
1575, iandj ,6,81, test_pos , MI
1576, iandj ,7,282, test_pos , MI
1577, iandj ,91,98, test_pos , MI
1578, iandj ,280,1007, test_pos , MI
1579, iandj ,3,906, test_pos , MI
1580, iandj ,234,1649, test_pos , MI
1581, iandj ,7,258, test_pos , MI
1582, iandj ,91,1249, test_pos , MI
1583, iandj ,22,1661, test_pos , MI
1584, iandj ,1,143, test_pos , MI
1585, iandj ,6,38, test_pos , MI
1586, iandj ,1,248, test_pos , MI
1587, iandj ,5,279, test_pos , MI
1588, iandj ,243,592, test_pos , MI
1589, iandj ,7,254, test_pos , MI
1590, iandj ,332,795, test_pos , MI
1591, iandj ,139,464, test_pos , MI
1592, iandj ,127,690, test_pos , MI
1593, iandj ,6,208, test_pos , MI
1594, iandj ,6,222, test_pos , MI
1595, iandj ,243,2393, test_pos , MI
1596, iandj ,7,42, test_pos , MI
1597, iandj ,6,165, test_pos , MI
1598, iandj ,54,259, test_pos , MI
1599, iandj ,5,281, test_pos , MI
1600, iandj ,9,88, test_pos , MI
1601, iandj ,9,219, test_pos , MI
1602, iandj ,304,773, test_pos , MI
1603, iandj ,88,1118, test_pos , MI
1604, iandj ,243,330, test_pos , MI
1605, iandj ,22,487, test_pos , MI
1606, iandj ,329,2032, test_pos , MI
1607, iandj ,234,339, test_pos , MI
1608, iandj ,85,2243, test_pos , MI
1609, iandj ,3,120, test_pos , MI
1610, iandj ,2,325, test_pos , MI
1611, iandj ,332,2241, test_pos , MI
1612, iandj ,35,2316, test_pos , MI
1613, iandj ,6,56, test_pos , MI
1614, iandj ,5,331, test_pos , MI
1615, iandj ,2,68, test_pos , MI
1616, iandj ,5,166, test_pos , MI
1617, iandj ,22,1926, test_pos , MI
1618, iandj ,258,1118, test_pos , MI
1619, iandj ,72,1137, test_pos , MI
1620, iandj ,7,279, test_pos , MI
1621, iandj ,1,252, test_pos , MI
1622, iandj ,6,163, test_pos , MI
1623, iandj ,124,2122, test_pos , MI
1624, iandj ,139,2330, test_pos , MI
1625, iandj ,5,119, test_pos , MI
1626, iandj ,1,332, test_pos , MI
1627, iandj ,54,1525, test_pos , MI
1628, iandj ,9,91, test_pos , MI
1629, iandj ,267,1949, test_pos , MI
1630, iandj ,7,30, test_pos , MI
1631, iandj ,6,329, test_pos , MI
1632, iandj ,43,1887, test_pos , MI
1633, iandj ,9,117, test_pos , MI
1634, iandj ,6,139, test_pos , MI
1635, iandj ,3,254, test_pos , MI
1636, iandj ,54,1887, test_pos , MI
1637, iandj ,2,302, test_pos , MI
1638, iandj ,1,72, test_pos , MI
1639, iandj ,282,592, test_pos , MI
1640, iandj ,282,1939, test_pos , MI
1641, iandj ,143,2333, test_pos , MI
1642, iandj ,54,150, test_pos , MI
1643, iandj ,329,2191, test_pos , MI
1644, iandj ,54,1457, test_pos , MI
1645, iandj ,2,139, test_pos , MI
1646, iandj ,9,191, test_pos , MI
1647, iandj ,9,259, test_pos , MI
1648, iandj ,7,175, test_pos , MI
1649, iandj ,65,1826, test_pos , MI
1650, iandj ,7,24, test_pos , MI
1651, iandj ,2,191, test_pos , MI
1652, iandj ,7,215, test_pos , MI
1653, iandj ,91,658, test_pos , MI
1654, iandj ,281,1777, test_pos , MI
1655, iandj ,2,65, test_pos , MI
1656, iandj ,312,683, test_pos , MI
1657, iandj ,6,223, test_pos , MI
1658, iandj ,6,54, test_pos , MI
1659, iandj ,2,250, test_pos , MI
1660, iandj ,7,329, test_pos , MI
1661, iandj ,21,453, test_pos , MI
1662, iandj ,2,167, test_pos , MI
1663, iandj ,3,220, test_pos , MI
1664, iandj ,1,308, test_pos , MI
1665, iandj ,252,1032, test_pos , MI
1666, iandj ,7,149, test_pos , MI
1667, iandj ,332,1394, test_pos , MI
1668, iandj ,22,1964, test_pos , MI
1669, iandj ,98,267, test_pos , MI
1670, iandj ,6,71, test_pos , MI
1671, iandj ,54,1718, test_pos , MI
1672, iandj ,144,936, test_pos , MI
1673, iandj ,9,283, test_pos , MI
1674, iandj ,5,85, test_pos , MI
1675, iandj ,6,119, test_pos , MI
1676, iandj ,9,85, test_pos , MI
1677, iandj ,259,1391, test_pos , MI
1678, iandj ,3,325, test_pos , MI
1679, iandj ,2,192, test_pos , MI
1680, iandj ,304,822, test_pos , MI
1681, iandj ,280,1391, test_pos , MI
1682, iandj ,2,143, test_pos , MI
1683, iandj ,109,1329, test_pos , MI
1684, iandj ,2,163, test_pos , MI
1685, iandj ,9,119, test_pos , MI
1686, iandj ,7,95, test_pos , MI
1687, iandj ,3,60, test_pos , MI
1688, iandj ,218,2326, test_pos , MI
1689, iandj ,2,55, test_pos , MI
1690, iandj ,254,1845, test_pos , MI
1691, iandj ,312,2374, test_pos , MI
1692, iandj ,2,168, test_pos , MI
1693, iandj ,191,2134, test_pos , MI
1694, iandj ,332,592, test_pos , MI
1695, iandj ,9,102, test_pos , MI
1696, iandj ,5,67, test_pos , MI
1697, iandj ,9,220, test_pos , MI
1698, iandj ,54,1703, test_pos , MI
1699, iandj ,267,2315, test_pos , MI
1700, iandj ,3,65, test_pos , MI
1701, iandj ,267,2140, test_pos , MI
1702, iandj ,312,1322, test_pos , MI
1703, iandj ,5,35, test_pos , MI
1704, iandj ,1,12, test_pos , MI
1705, iandj ,55,906, test_pos , MI
1706, iandj ,9,124, test_pos , MI
1707, iandj ,3,18, test_pos , MI
1708, iandj ,3,10, test_pos , MI
1709, iandj ,312,658, test_pos , MI
1710, iandj ,332,1742, test_pos , MI
1711, iandj ,9,122, test_pos , MI
1712, iandj ,85,592, test_pos , MI
1713, iandj ,6,24, test_pos , MI
1714, iandj ,18,22, test_pos , MI
1715, iandj ,6,267, test_pos , MI
1716, iandj ,304,2264, test_pos , MI
1717, iandj ,187,258, test_pos , MI
1718, iandj ,7,277, test_pos , MI
1719, iandj ,3,56, test_pos , MI
1720, iandj ,7,207, test_pos , MI
1721, iandj ,267,1704, test_pos , MI
1722, iandj ,5,246, test_pos , MI
1723, iandj ,91,2320, test_pos , MI
1724, iandj ,3,308, test_pos , MI
1725, iandj ,257,2388, test_pos , MI
1726, iandj ,35,1742, test_pos , MI
1727, iandj ,10,42, test_pos , MI
1728, iandj ,332,1220, test_pos , MI
1729, iandj ,54,2120, test_pos , MI
1730, iandj ,3,143, test_pos , MI
1731, iandj ,3,235, test_pos , MI
1732, iandj ,2,175, test_pos , MI
1733, iandj ,22,182, test_pos , MI
1734, iandj ,254,350, test_pos , MI
1735, iandj ,54,1529, test_pos , MI
1736, iandj ,327,1254, test_pos , MI
1737, iandj ,191,543, test_pos , MI
1738, iandj ,5,126, test_pos , MI
1739, iandj ,1,226, test_pos , MI
1740, iandj ,267,1426, test_pos , MI
1741, iandj ,191,854, test_pos , MI
1742, iandj ,222,812, test_pos , MI
1743, iandj ,178,1544, test_pos , MI
1744, iandj ,280,2216, test_pos , MI
1745, iandj ,5,163, test_pos , MI
1746, iandj ,1,333, test_pos , MI
1747, iandj ,5,88, test_pos , MI
1748, iandj ,7,188, test_pos , MI
1749, iandj ,54,1585, test_pos , MI
1750, iandj ,21,218, test_pos , MI
1751, iandj ,332,1949, test_pos , MI
1752, iandj ,3,182, test_pos , MI
1753, iandj ,273,448, test_pos , MI
1754, iandj ,6,95, test_pos , MI
1755, iandj ,10,55, test_pos , MI
1756, iandj ,55,1033, test_pos , MI
1757, iandj ,55,1028, test_pos , MI
1758, iandj ,54,1890, test_pos , MI
1759, iandj ,3,75, test_pos , MI
1760, iandj ,267,1663, test_pos , MI
1761, iandj ,312,2316, test_pos , MI
1762, iandj ,267,305, test_pos , MI
1763, iandj ,281,1550, test_pos , MI
1764, iandj ,109,1902, test_pos , MI
1765, iandj ,54,144, test_pos , MI
1766, iandj ,267,906, test_pos , MI
1767, iandj ,1,120, test_pos , MI
1768, iandj ,5,122, test_pos , MI
1769, iandj ,191,2221, test_pos , MI
1770, iandj ,7,209, test_pos , MI
1771, iandj ,6,331, test_pos , MI
1772, iandj ,54,1995, test_pos , MI
1773, iandj ,171,2057, test_pos , MI
1774, iandj ,305,332, test_pos , MI
1775, iandj ,54,2312, test_pos , MI
1776, iandj ,252,1525, test_pos , MI
1777, iandj ,6,204, test_pos , MI
1778, iandj ,267,1544, test_pos , MI
1779, iandj ,219,2042, test_pos , MI
1780, iandj ,257,1714, test_pos , MI
1781, iandj ,332,1775, test_pos , MI
1782, iandj ,191,2248, test_pos , MI
1783, iandj ,6,226, test_pos , MI
1784, iandj ,3,71, test_pos , MI
1785, iandj ,54,1642, test_pos , MI
1786, iandj ,22,280, test_pos , MI
1787, iandj ,2,57, test_pos , MI
1788, iandj ,6,102, test_pos , MI
1789, iandj ,6,250, test_pos , MI
1790, iandj ,109,352, test_pos , MI
1791, iandj ,7,314, test_pos , MI
1792, iandj ,218,1329, test_pos , MI
1793, iandj ,22,683, test_pos , MI
1794, iandj ,5,42, test_pos , MI
1795, iandj ,10,43, test_pos , MI
1796, iandj ,2,60, test_pos , MI
1797, iandj ,88,209, test_pos , MI
1798, iandj ,278,280, test_pos , MI
1799, iandj ,198,1327, test_pos , MI
1800, iandj ,281,442, test_pos , MI
1801, iandj ,54,276, test_pos , MI
1802, iandj ,288,633, test_pos , MI
1803, iandj ,6,252, test_pos , MI
1804, iandj ,3,279, test_pos , MI
1805, iandj ,280,453, test_pos , MI
1806, iandj ,1,687, test_pos , MI
1807, iandj ,5,277, test_pos , MI
1808, iandj ,6,35, test_pos , MI
1809, iandj ,6,144, test_pos , MI
1810, iandj ,5,124, test_pos , MI
1811, iandj ,254,2129, test_pos , MI
1812, iandj ,141,305, test_pos , MI
1813, iandj ,9,150, test_pos , MI
1814, iandj ,6,169, test_pos , MI
1815, iandj ,267,1538, test_pos , MI
1816, iandj ,267,2241, test_pos , MI
1817, iandj ,9,187, test_pos , MI
1818, iandj ,22,2320, test_pos , MI
1819, iandj ,22,1743, test_pos , MI
1820, iandj ,1,85, test_pos , MI
1821, iandj ,6,22, test_pos , MI
1822, iandj ,1,38, test_pos , MI
1823, iandj ,3,167, test_pos , MI
1824, iandj ,91,1504, test_pos , MI
1825, iandj ,9,1951, test_pos , MI
1826, iandj ,109,273, test_pos , MI
1827, iandj ,332,886, test_pos , MI
1828, iandj ,1,192, test_pos , MI
1829, iandj ,218,280, test_pos , MI
1830, iandj ,208,1939, test_pos , MI
1831, iandj ,9,143, test_pos , MI
1832, iandj ,254,856, test_pos , MI
1833, iandj ,191,1704, test_pos , MI
1834, iandj ,6,278, test_pos , MI
1835, iandj ,91,768, test_pos , MI
1836, iandj ,22,2359, test_pos , MI
1837, iandj ,2,56, test_pos , MI
1838, iandj ,2,81, test_pos , MI
1839, iandj ,222,362, test_pos , MI
1840, iandj ,5,208, test_pos , MI
1841, iandj ,9,22, test_pos , MI
1842, iandj ,143,557, test_pos , MI
1843, iandj ,5,127, test_pos , MI
1844, iandj ,2,333, test_pos , MI
1845, iandj ,3,188, test_pos , MI
1846, iandj ,1,1046, test_pos , MI
1847, iandj ,222,796, test_pos , MI
1848, iandj ,98,547, test_pos , MI
1849, iandj ,5,192, test_pos , MI
1850, iandj ,2,182, test_pos , MI
1851, iandj ,3,234, test_pos , MI
1852, iandj ,2,72, test_pos , MI
1853, iandj ,6,268, test_pos , MI
1854, iandj ,3,151, test_pos , MI
1855, iandj ,231,1197, test_pos , MI
1856, iandj ,332,1211, test_pos , MI
1857, iandj ,1,106, test_pos , MI
1858, iandj ,3,115, test_pos , MI
1859, iandj ,280,330, test_pos , MI
1860, iandj ,1,169, test_pos , MI
1861, iandj ,332,1663, test_pos , MI
1862, iandj ,191,875, test_pos , MI
1863, iandj ,1,327, test_pos , MI
1864, iandj ,109,412, test_pos , MI
1865, iandj ,3,196, test_pos , MI
1866, iandj ,9,163, test_pos , MI
1867, iandj ,302,1992, test_pos , MI
1868, iandj ,267,1972, test_pos , MI
1869, iandj ,332,1531, test_pos , MI
1870, iandj ,7,71, test_pos , MI
1871, iandj ,109,280, test_pos , MI
1872, iandj ,24,1323, test_pos , MI
1873, iandj ,139,196, test_pos , MI
1874, iandj ,100,1537, test_pos , MI
1875, iandj ,10,1782, test_pos , MI
1876, iandj ,75,1189, test_pos , MI
1877, iandj ,10,72, test_pos , MI
1878, iandj ,9,161, test_pos , MI
1879, iandj ,2,146, test_pos , MI
1880, iandj ,304,1600, test_pos , MI
1881, iandj ,144,2030, test_pos , MI
1882, iandj ,198,656, test_pos , MI
1883, iandj ,332,342, test_pos , MI
1884, iandj ,91,191, test_pos , MI
1885, iandj ,3,124, test_pos , MI
1886, iandj ,5,263, test_pos , MI
1887, iandj ,1,207, test_pos , MI
1888, iandj ,22,768, test_pos , MI
1889, iandj ,1,73, test_pos , MI
1890, iandj ,21,109, test_pos , MI
1891, iandj ,3,100, test_pos , MI
1892, iandj ,6,191, test_pos , MI
1893, iandj ,54,1791, test_pos , MI
1894, iandj ,3,50, test_pos , MI
1895, iandj ,267,1220, test_pos , MI
1896, iandj ,3,207, test_pos , MI
1897, iandj ,1,43, test_pos , MI
1898, iandj ,127,969, test_pos , MI
1899, iandj ,73,1391, test_pos , MI
1900, iandj ,10,60, test_pos , MI
1901, iandj ,7,699, test_pos , MI
1902, iandj ,150,2022, test_pos , MI
1903, iandj ,243,1307, test_pos , MI
1904, iandj ,54,1777, test_pos , MI
1905, iandj ,2,331, test_pos , MI
1906, iandj ,169,1155, test_pos , MI
1907, iandj ,7,226, test_pos , MI
1908, iandj ,302,1775, test_pos , MI
1909, iandj ,54,1176, test_pos , MI
1910, iandj ,2,219, test_pos , MI
1911, iandj ,10,65, test_pos , MI
1912, iandj ,5,56, test_pos , MI
1913, iandj ,191,1770, test_pos , MI
1914, iandj ,65,1339, test_pos , MI
1915, iandj ,5,171, test_pos , MI
1916, iandj ,243,649, test_pos , MI
1917, iandj ,245,304, test_pos , MI
1918, iandj ,54,94, test_pos , MI
1919, iandj ,9,204, test_pos , MI
1920, iandj ,3,139, test_pos , MI
1921, iandj ,1,10, test_pos , MI
1922, iandj ,6,308, test_pos , MI
1923, iandj ,7,108, test_pos , MI
1924, iandj ,2,118, test_pos , MI
1925, iandj ,5,65, test_pos , MI
1926, iandj ,1,218, test_pos , MI
1927, iandj ,3,72, test_pos , MI
1928, iandj ,332,1652, test_pos , MI
1929, iandj ,6,235, test_pos , MI
1930, iandj ,139,816, test_pos , MI
1931, iandj ,54,2224, test_pos , MI
1932, iandj ,267,1644, test_pos , MI
1933, iandj ,7,308, test_pos , MI
1934, iandj ,254,1393, test_pos , MI
1935, iandj ,1,54, test_pos , MI
1936, iandj ,1,7, test_pos , MI
1937, iandj ,119,2007, test_pos , MI
1938, iandj ,191,1594, test_pos , MI
1939, iandj ,2,173, test_pos , MI
1940, iandj ,207,328, test_pos , MI
1941, iandj ,91,875, test_pos , MI
1942, iandj ,7,177, test_pos , MI
1943, iandj ,257,1986, test_pos , MI
1944, iandj ,223,253, test_pos , MI
1945, iandj ,2,248, test_pos , MI
1946, iandj ,2,120, test_pos , MI
1947, iandj ,9,10, test_pos , MI
1948, iandj ,2,253, test_pos , MI
1949, iandj ,139,999, test_pos , MI
1950, iandj ,10,82, test_pos , MI
1951, iandj ,2,268, test_pos , MI
1952, iandj ,332,2264, test_pos , MI
1953, iandj ,198,2053, test_pos , MI
1954, iandj ,5,322, test_pos , MI
1955, iandj ,7,167, test_pos , MI
1956, iandj ,312,1729, test_pos , MI
1957, iandj ,191,863, test_pos , MI
1958, iandj ,85,149, test_pos , MI
1959, iandj ,262,329, test_pos , MI
1960, iandj ,191,1692, test_pos , MI
1961, iandj ,6,175, test_pos , MI
1962, iandj ,215,3854, test_neg , MI
1963, iandj ,278,3277, test_neg , MI
1964, iandj ,195,3992, test_neg , MI
1965, iandj ,94,1568, test_neg , MI
1966, iandj ,254,426, test_neg , MI
1967, iandj ,284,538, test_neg , MI
1968, iandj ,164,1124, test_neg , MI
1969, iandj ,44,2205, test_neg , MI
1970, iandj ,189,982, test_neg , MI
1971, iandj ,111,334, test_neg , MI
1972, iandj ,262,1367, test_neg , MI
1973, iandj ,39,648, test_neg , MI
1974, iandj ,34,2323, test_neg , MI
1975, iandj ,157,1674, test_neg , MI
1976, iandj ,77,1744, test_neg , MI
1977, iandj ,21,3974, test_neg , MI
1978, iandj ,327,1285, test_neg , MI
1979, iandj ,283,1523, test_neg , MI
1980, iandj ,173,3940, test_neg , MI
1981, iandj ,182,3210, test_neg , MI
1982, iandj ,21,1308, test_neg , MI
1983, iandj ,29,3292, test_neg , MI
1984, iandj ,167,2646, test_neg , MI
1985, iandj ,217,3973, test_neg , MI
1986, iandj ,218,1514, test_neg , MI
1987, iandj ,79,2491, test_neg , MI
1988, iandj ,196,1874, test_neg , MI
1989, iandj ,247,583, test_neg , MI
1990, iandj ,133,941, test_neg , MI
1991, iandj ,3,1697, test_neg , MI
1992, iandj ,163,1750, test_neg , MI
1993, iandj ,317,2246, test_neg , MI
1994, iandj ,258,4354, test_neg , MI
1995, iandj ,192,1285, test_neg , MI
1996, iandj ,20,2579, test_neg , MI
1997, iandj ,221,3990, test_neg , MI
1998, iandj ,40,2897, test_neg , MI
1999, iandj ,286,2718, test_neg , MI
2000, iandj ,334,1595, test_neg , MI
2001, iandj ,128,635, test_neg , MI
2002, iandj ,43,252, test_neg , MI
2003, iandj ,148,2952, test_neg , MI
2004, iandj ,47,3099, test_neg , MI
2005, iandj ,29,3992, test_neg , MI
2006, iandj ,311,3069, test_neg , MI
2007, iandj ,97,1929, test_neg , MI
2008, iandj ,70,164, test_neg , MI
2009, iandj ,189,3727, test_neg , MI
2010, iandj ,207,3750, test_neg , MI
2011, iandj ,157,1083, test_neg , MI
2012, iandj ,156,2643, test_neg , MI
2013, iandj ,38,3280, test_neg , MI
2014, iandj ,172,3865, test_neg , MI
2015, iandj ,229,3301, test_neg , MI
2016, iandj ,145,2020, test_neg , MI
2017, iandj ,181,1815, test_neg , MI
2018, iandj ,313,3305, test_neg , MI
2019, iandj ,149,2530, test_neg , MI
2020, iandj ,189,3444, test_neg , MI
2021, iandj ,8,4047, test_neg , MI
2022, iandj ,75,938, test_neg , MI
2023, iandj ,132,390, test_neg , MI
2024, iandj ,285,1041, test_neg , MI
2025, iandj ,61,2264, test_neg , MI
2026, iandj ,290,3656, test_neg , MI
2027, iandj ,249,2041, test_neg , MI
2028, iandj ,26,4496, test_neg , MI
2029, iandj ,66,238, test_neg , MI
2030, iandj ,45,2618, test_neg , MI
2031, iandj ,95,3363, test_neg , MI
2032, iandj ,217,1030, test_neg , MI
2033, iandj ,153,4507, test_neg , MI
2034, iandj ,37,4431, test_neg , MI
2035, iandj ,131,2228, test_neg , MI
2036, iandj ,106,2238, test_neg , MI
2037, iandj ,313,2111, test_neg , MI
2038, iandj ,239,3612, test_neg , MI
2039, iandj ,75,2726, test_neg , MI
2040, iandj ,240,3780, test_neg , MI
2041, iandj ,96,1265, test_neg , MI
2042, iandj ,317,1324, test_neg , MI
2043, iandj ,183,4380, test_neg , MI
2044, iandj ,46,1167, test_neg , MI
2045, iandj ,331,444, test_neg , MI
2046, iandj ,265,3711, test_neg , MI
2047, iandj ,37,2038, test_neg , MI
2048, iandj ,103,2167, test_neg , MI
2049, iandj ,73,180, test_neg , MI
2050, iandj ,35,2970, test_neg , MI
2051, iandj ,19,1279, test_neg , MI
2052, iandj ,176,195, test_neg , MI
2053, iandj ,287,1374, test_neg , MI
2054, iandj ,67,480, test_neg , MI
2055, iandj ,186,4079, test_neg , MI
2056, iandj ,134,3779, test_neg , MI
2057, iandj ,27,145, test_neg , MI
2058, iandj ,317,1798, test_neg , MI
2059, iandj ,160,1797, test_neg , MI
2060, iandj ,118,2252, test_neg , MI
2061, iandj ,258,2274, test_neg , MI
2062, iandj ,322,418, test_neg , MI
2063, iandj ,82,931, test_neg , MI
2064, iandj ,236,392, test_neg , MI
2065, iandj ,174,1977, test_neg , MI
2066, iandj ,144,4136, test_neg , MI
2067, iandj ,134,2038, test_neg , MI
2068, iandj ,78,1119, test_neg , MI
2069, iandj ,55,4508, test_neg , MI
2070, iandj ,4,4285, test_neg , MI
2071, iandj ,12,703, test_neg , MI
2072, iandj ,32,365, test_neg , MI
2073, iandj ,332,1808, test_neg , MI
2074, iandj ,197,3973, test_neg , MI
2075, iandj ,242,899, test_neg , MI
2076, iandj ,70,907, test_neg , MI
2077, iandj ,296,4206, test_neg , MI
2078, iandj ,65,315, test_neg , MI
2079, iandj ,133,2532, test_neg , MI
2080, iandj ,139,624, test_neg , MI
2081, iandj ,107,462, test_neg , MI
2082, iandj ,16,4233, test_neg , MI
2083, iandj ,67,1041, test_neg , MI
2084, iandj ,321,1446, test_neg , MI
2085, iandj ,150,2337, test_neg , MI
2086, iandj ,132,2348, test_neg , MI
2087, iandj ,269,2847, test_neg , MI
2088, iandj ,161,4280, test_neg , MI
2089, iandj ,328,667, test_neg , MI
2090, iandj ,135,3134, test_neg , MI
2091, iandj ,329,2962, test_neg , MI
2092, iandj ,79,796, test_neg , MI
2093, iandj ,244,2230, test_neg , MI
2094, iandj ,60,1329, test_neg , MI
2095, iandj ,181,1660, test_neg , MI
2096, iandj ,229,1571, test_neg , MI
2097, iandj ,254,468, test_neg , MI
2098, iandj ,49,510, test_neg , MI
2099, iandj ,35,4379, test_neg , MI
2100, iandj ,266,3051, test_neg , MI
2101, iandj ,51,3517, test_neg , MI
2102, iandj ,272,1339, test_neg , MI
2103, iandj ,180,492, test_neg , MI
2104, iandj ,133,1134, test_neg , MI
2105, iandj ,14,3076, test_neg , MI
2106, iandj ,209,2146, test_neg , MI
2107, iandj ,86,4414, test_neg , MI
2108, iandj ,213,2417, test_neg , MI
2109, iandj ,281,1462, test_neg , MI
